처리시설명,처리시설코드,구분,시도,시군구,읍면동,리,행정구역코드,시설용량(㎥/일)_물리적,시설용량(㎥/일)_생물학적,시설용량(㎥/일)_고도,시설용량 합,처리공정_전처리,처리공정_1차,처리공정_2차,처리공정_3차,가동개시일자,가동율(%),가동일수,방류수수질적용기준지역구분,재이용량(㎥/일)_계,재이용량(㎥/일)_조경수,재이용량(㎥/일)_세척수(축봉수포함),재이용량(㎥/일)_공정재이용,재이용량(㎥/일)_기타
작촌리마을하수처리장,415000V17,가동중,경기도,이천시,마장면,작촌리,4150034033,,70,,70,평철바스크린,,미생물선분착미생물,,2004-03-25,100,365,,0,,,,
이천군량리마을하수도,415000V08,가동중,경기도,이천시,대월면,군량리,4150035031,,,100,100,평철바스크린,,CBT,,2006-05-23,100,365,,0,,,,
설성마을하수처리장,415000V02,가동중,경기도,이천시,설성면,장천리,4150037026,,300,,300,오토바스크린,,접촉산화,,1997-12-20,100,365,,0,,,,
장천리마을하수도,415000V36,가동중,경기도,이천시,설성면,장천리,4150037026,,60,,60,,,,,2011-01-01,100,365,,0,,,,
석산리마을하수처리장,415000V12,가동중,경기도,이천시,율면,석산리,4150038026,,,40,40,평철바스크린,,IC-SBR,,2006-11-09,100,365,,0,,,,
안성제1산업단지폐수종말처리장,415500I02,가동중,경기도,안성시,신건지동,,4155012800,,"3,000",,"3,000",침사지,침전지,활성슬러지공법,침전지,1986-01-01,43.4,365,IV,0,,,,
불당하수종말처리장,415500W02,가동중,경기도,안성시,공도읍,불당리,4155025028,,,"10,000","10,000",침사지,1차침전,DeNiPho공법,여과,2007-10-01,68,365,IV,3177,,68,,3109
진사리하수종말처리장,415500W03,가동중,경기도,안성시,공도읍,진사리,4155025031,,,"5,000","5,000",침사지,,SBR공법,여과,2007-02-01,42,365,IV,481,,98,,383
적가소규모공공하수처리시설,415500V05,가동중,경기도,안성시,보개면,적가리,4155031021,,,75,75,스크린,,IC-SBR공법,,2008-11-01,45,365,,0,,,,
안성미양농공단지폐수종말처리장,415500A01,가동중,경기도,안성시,미양면,구수리,4155034029,,"1,800",,"1,800",침사지,침전지,활성슬러지공법,침전지,1990-10-05,30.4,365,IV,14,,14,,
안성제2산업단지폐수종말처리장,415500I01,가동중,경기도,안성시,미양면,구수리,4155034029,,"12,500",,"12,500",침사지,1차침전지,활성슬러지공법,2차침전지,1994-12-23,53.3,365,IV,1500,,,1500,
보체리 보체마을하수도,415500V04,가동중,경기도,안성시,미양면,보체리,4155034033,,,470,470,,,AOSB공법,여과,2007-02-01,33,365,,0,,,,
안성대덕명당마을하수도,415500V01,가동중,경기도,안성시,대덕면,명당리,4155035025,,30,,30,,,자연여과접촉폭기법,,1995-10-30,67,365,,0,,,,
안성시분뇨처리시설,415500F01,가동중,경기도,안성시,대덕면,죽리,4155035030,,,120,120,협잡물종합처리기,원심분리기,BIOSUF공법,여과,2004-07-21,98,365,,0,,,,
안성축산폐수공공처리장,415500S01,가동중,경기도,안성시,대덕면,죽리,4155035030,,,100,100,협잡물종합처리,원심분리기,BIOSUF공법,여과,2004-07-01,91,365,,0,,,,
안성하수종말처리장,415500W01,가동중,경기도,안성시,대덕면,죽리,4155035030,,,"17,500","17,500",침사지,1차침전,DNR공법,MDF,2003-09-01,134,365,IV,1033,,1033,,
일죽공공하수처리시설,415500W05,신설,경기도,안성시,일죽면,주천리,4155039022,,,"2,200","2,200",협잡물종합처리기,,DMBR공법,인흡착,2012-07-01,23,184,II,27,,16,,11
안성일죽당촌마을하수도,415500V02,가동중,경기도,안성시,일죽면,당촌리,4155039026,,30,,30,,,자연여과접촉폭기법,,1994-11-28,67,365,,0,,,,
방초리오방공공하수도,415500V06,가동중,경기도,안성시,일죽면,방초리,4155039027,,,150,150,,,KM-SBR공법,여과,2010-09-01,55,365,,0,,,,
안성일죽화곡마을하수도,415500V03,가동중,경기도,안성시,일죽면,화곡리,4155039030,,33,,33,,,고효율오수처리공법,,1997-06-09,55,365,,0,,,,
죽산하수처리시설,415500W04,신설,경기도,안성시,죽산면,매산리,4155040022,,,"3,000","3,000",협잡물종합처리기,,DMBR공법,인흡착,2012-07-01,26,184,II,27,,16,,11
김포시위생환경사업소,415700F01,가동중,경기도,김포시,걸포동,,4157010200,,150,,150,협잡물제거,B3공법,하수처리장연계,,2005-02-01,93,365,,0,,,,
김포하수종말처리장,415700W01,가동중,경기도,김포시,걸포동,,4157010200,,,"80,000","80,000",전처리,침전,활성슬러지법,여과,2003-07-09,100,365,,1645,,1488,,157
통진공공하수처리시설,415700W02,신설,경기도,김포시,통진읍,수참리,4157025024,,,"40,000","40,000",,,,,,100,,,0,,,,
사현마을하수도,415700V01,가동중,경기도,김포시,통진읍,가현리,4157025025,,34,,34,,,,,1997-01-01,30,365,,0,,,,
김포남정마을하수도,415700V05,가동중,경기도,김포시,통진읍,고정리,4157025028,,20,,20,,,,,2000-01-01,30,181,,0,,,,
김포옹정마을하수도,415700V09,가동중,경기도,김포시,통진읍,옹정리,4157025029,,16,,16,,,,,1995-01-02,30,365,,0,,,,
고촌공공하수처리시설,415700W03,신설,경기도,김포시,고촌읍,신곡리,4157025324,,,"12,600","12,600",,,,,,100,,,0,,,,
김포양촌산업단지폐수종말처리장,415700I01,가동중,경기도,김포시,양촌읍,학운리,4157025626,,,"3,400","3,400",,,,,,100,365,,0,,,,
김포포내마을하수도,415700V07,가동중,경기도,김포시,월곶면,포내리,4157035025,,30,,30,,,,,1995-01-02,30,365,,0,,,,
봉성마을하수도,415700V06,가동중,경기도,김포시,하성면,봉성리,4157036030,,50,,50,,,,,2002-01-01,30,181,,0,,,,
김포내촌마을하수도,415700V04,가동중,경기도,김포시,하성면,전류리,4157036031,,30,,30,,,,,2000-01-01,30,365,,0,,,,
남양하수종말처리장,415900W02,가동중,경기도,화성시,남양동,,4159010100,,,"12,900","12,900",,,,,,100,365,,1622,0,411,208,1003
신남공공하수처리시설,415900V09,가동중,경기도,화성시,신남동,,4159010200,,,50,50,,,,,,100,365,,0,0,,,
수원하수종말1처리장,415900W01,가동중,경기도,화성시,송산동,,4159012500,,,"220,000","220,000",,,,,1995-07-01,93,365,,91171,46103,870,1635,42563
봉담하수종말처리장,415900W03,가동중,경기도,화성시,봉담읍,수영리,4159025323,,,"8,000","8,000",,,,,,100,365,,2631,274,576,137,1644
원안공공하수처리시설,415900V02,가동중,경기도,화성시,우정읍,원안리,4159025621,,,90,90,,,,,,100,365,,0,0,,,
운평공공하수처리시설,415900V10,가동중,경기도,화성시,우정읍,운평리,4159025623,,,120,120,,,,,,100,365,,0,0,,,
한각공공하수처리시설,415900V14,가동중,경기도,화성시,우정읍,한각리,4159025624,,,50,50,,,,,,100,365,,0,0,,,
은행나무공공하수처리시설,415900V16,가동중,경기도,화성시,우정읍,멱우리,4159025625,,,46,46,,,,,,100,365,,0,0,,,
선창공공하수처리시설,415900V08,가동중,경기도,화성시,우정읍,주곡리,4159025627,,,142,142,,,,,,100,365,,0,0,,,
주곡공공하수처리시설,415900V12,가동중,경기도,화성시,우정읍,주곡리,4159025627,,,60,60,,,,,,100,365,,0,0,,,
매향공공하수처리시설,415900V06,가동중,경기도,화성시,우정읍,매향리,4159025630,,,120,120,,,,,,100,365,,0,0,,,
조암하수종말처리장,415900W04,가동중,경기도,화성시,우정읍,화산리,4159025631,,,"8,000","8,000",,,,,,100,365,,484,0,137,205,142
상신공공하수처리시설,415900V23,가동중,경기도,화성시,향남읍,상신리,4159025924,,50,,50,,,,,,100,365,,0,0,,,
향남하수종말처리장,415900W05,가동중,경기도,화성시,향남읍,상신리,4159025924,,,"22,000","22,000",,,,,,100,365,,4135,195,639,411,2890
발안산업단지폐수종말처리장,415900I01,가동중,경기도,화성시,향남읍,구문천리,4159025925,,,"3,000","3,000",,침사협잡물,SBR공법,급속침전+오존+활성탄,,45,,IV,72,,8,64,
화성마도폐수종말처리장,415900I02,가동중,경기도,화성시,마도면,쌍송리,4159033024,,,"2,500","2,500",,협잡물 및 침사처리기,SBR공법,급속침전/미세여과/오존,,34.2,365,IV,5,0,,,5
화성시가축분뇨공공처리시설,415900S03,신설,경기도,화성시,마도면,청원리,4159033025,,,190,190,고액분리,BCS반응조,고도산화부상분리,생물여과설비,2012-08-29,86.3,85,,11,,,11,
청원공공하수처리시설,415900V13,가동중,경기도,화성시,마도면,금당리,4159033029,,,55,55,,,,,,100,365,,0,0,,,
마산포공공하수처리시설,415900V20,가동중,경기도,화성시,송산면,고포리,4159034031,,,80,80,,,,,,100,365,,0,0,,,
전곡공공하수처리시설,415900V15,가동중,경기도,화성시,서신면,전곡리,4159035021,,,400,400,,,,,,100,365,,0,0,,,
수원하수종말2처리장,415900W06,가동중,경기도,화성시,서신면,전곡리,4159035021,,,"300,000","300,000",,,,,,,,,,,,,
제부공공하수처리시설,415900W07,가동중,경기도,화성시,서신면,제부리,4159035026,,800,,800,,,,,,100,365,,0,0,,,
홍법공공하수처리시설,415900V01,가동중,경기도,화성시,서신면,홍법리,4159035027,,,55,55,,,,,,100,365,,0,0,,,
서신공공하수처리시설 ,415900W08,가동중,경기도,화성시,서신면,매화리,4159035029,,900,,900,,,,,,100,365,,0,0,,,
궁평공공하수처리시설,415900V03,가동중,경기도,화성시,서신면,궁평리,4159035031,,,50,50,,,,,,100,365,,0,0,,,
자안공공하수처리시설,415900V11,가동중,경기도,화성시,팔탄면,하저리,4159036021,,,160,160,,,,,,100,365,,0,0,,,
키울공공하수처리시설,415900V21,가동중,경기도,화성시,팔탄면,기천리,4159036023,,,45,45,,,,,,100,365,,0,0,,,
쇠내공공하수처리시설,415900V17,가동중,경기도,화성시,팔탄면,율암리,4159036026,,,20,20,,,,,,100,365,,0,0,,,
노하공공하수처리시설,415900V04,가동중,경기도,화성시,팔탄면,노하리,4159036027,,,100,100,,,,,,100,365,,0,0,,,
덕천공공하수처리시설,415900V05,가동중,경기도,화성시,팔탄면,노하리,4159036027,,,150,150,,,,,,100,365,,0,0,,,
석포공공하수처리시설,415900V07,가동중,경기도,화성시,장안면,석포리,4159037022,,,150,150,,,,,,100,365,,0,0,,,
화성축산폐수공공처리장,415900S02,가동중,경기도,화성시,장안면,독정리,4159037024,,70,,70,고액분리,호기성발효,호기성발효,저장액비화,2005-03-02,57,252,,0,0,,,
물구리공공하수처리시설,415900V18,가동중,경기도,화성시,장안면,장안리,4159037025,,,35,35,,,,,,100,365,,0,0,,,
장안첨단폐수종말처리장,415900I03,가동중,경기도,화성시,장안면,금의리,4159037028,,,"2,000","2,000",,협잡물/침사제거기,NPR공법,여과/오존산화/활성탄여과,2006-09-01,11.1,365,IV,0,0,,,
동지공공하수처리시설,415900V22,가동중,경기도,화성시,양감면,사창리,4159040022,,,45,45,,,,,,100,365,,0,0,,,
솔미공공하수처리시설,415900V19,가동중,경기도,화성시,양감면,대양리,4159040027,,,40,40,,,,,,100,365,,0,0,,,
정남공공하수처리시설,415900W09,신설,경기도,화성시,정남면,발산리,4159041021,,"17,000",,"17,000",,,,,2012-09-06,45,,,0,,,,
오포하수종말처리장,416100W11,가동중,경기도,광주시,오포읍,문형리,4161025024,,,"16,000","16,000",침사지,,산화구,"총인처리,생물막여과",2001-02-09,98,365,I,295100,,,295100,
매산하수종말처리장,416100W01,가동중,경기도,광주시,오포읍,매산리,4161025026,,,500,500,침사지,침전지,HBR2,"총인처리,여과기",1992-11-16,88,365,I,21900,,,21900,
지월리분뇨처리장,416100F01,가동중,경기도,광주시,초월읍,지월리,4161025329,40,,,40,협잡물제거,,,,1995-01-02,65.8,,,0,,,,
광주시하수종말처리장,416100W09,가동중,경기도,광주시,초월읍,지월리,4161025329,,,"25,000","25,000",침사지,침전지,HBR2,"총인처리,생물막여과",1993-12-28,101,365,I,291160,,,291160,
광주축산폐수공공처리장,416100S01,가동중,경기도,광주시,초월읍,도평리,4161025332,,100,,100,,,호기성소화,,1998-08-24,13,365,,0,,,,
곤지암하수종말처리장,416100W12,가동중,경기도,광주시,초월읍,도평리,4161025332,,,"23,000","23,000",침사지,,산화구,총인처리,1998-03-24,103,365,I,436710,,,436710,
수양리분뇨처리장,416100F02,가동중,경기도,광주시,곤지암읍,수양리,4161025922,40,,,40,협잡물제거,,,,1989-11-01,92.5,365,,0,,,,
광주추곡리마을하수도,416100V11,가동중,경기도,광주시,도척면,추곡리,4161033024,,,130,130,침사지,,SBR,,2007-10-15,35,365,I,0,,,,
도척하수종말처리장,416100W03,가동중,경기도,광주시,도척면,궁평리,4161033027,,,"4,000","4,000",침사지,,산화구,"총인처리,생물막여과",1999-07-16,80,365,I,32800,,,32800,
분원하수종말처리장,416100W05,가동중,경기도,광주시,남종면,분원리,4161035021,,,"1,900","1,900",침사지,,SBR,총인처리,1992-11-16,24,365,I,29410,,,29410,
삼성하수종말처리장,416100W06,가동중,경기도,광주시,남종면,삼성리,4161035024,,,250,250,침사지,,HBR2,여과기,2000-01-31,98,365,I,0,,,,
귀여하수종말처리장,416100W07,가동중,경기도,광주시,남종면,귀여리,4161035025,,,150,150,침사지,,KSBNR,여과기,1992-11-16,73,365,I,0,,,,
검천리마을하수도,416100V03,가동중,경기도,광주시,남종면,검천리,4161035026,,130,,130,스크린,,SBR,,2007-07-09,64,365,I,0,,,,
남한산성하수종말처리장,416100W08,가동중,경기도,광주시,중부면,산성리,4161036021,,,"1,200","1,200",침사지,,산화구,"총인처리,여과기",1999-01-11,50,365,I,19610,,,19610,
엄미마을하수도,416100V08,가동중,경기도,광주시,중부면,엄미리,4161036022,,180,,180,스크린,,SBR,,2007-07-09,118,365,I,0,,,,
광동하수종말처리장,416100W04,가동중,경기도,광주시,중부면,하번천리,4161036025,,,"2,250","2,250",침사지,,KIDEA,"총인처리,여과기",1992-11-16,102,365,I,33040,,,33040,
경안하수종말처리장,416100W10,가동중,경기도,광주시,중부면,하번천리,4161036025,,,"40,000","40,000",침사지,,PID,"총인처리,여과기",2002-02-22,93,365,I,854940,,,850940,4000
오전마을하수도,416100V07,가동중,경기도,광주시,중부면,오전리,4161036026,,100,,100,스크린,,SBR,,2007-07-09,238,365,I,0,,,,
불당마을하수도,416100V05,가동중,경기도,광주시,중부면,불당리,4161036027,,80,,80,스크린,,SBR,,2007-07-09,186,365,I,0,,,,
검복마을하수도,416100V04,가동중,경기도,광주시,중부면,검복리,4161036028,,100,,100,침사지,,KSBNR,여과기,2007-07-09,110,365,I,0,,,,
남방하수종말처리장,416300W02,가동중,경기도,양주시,남방동,,4163010300,,,"13,000","13,000",,,,,2007-01-15,100,365,III,117,0,41,23,53
상가업마을하수도,416300V01,가동중,경기도,양주시,백석읍,가업리,4163025024,,46,,46,,,,,1998-10-13,100,365,,0,,,,
양주기산공공하수처리시설,416300W06,가동중,경기도,양주시,백석읍,기산리,4163025027,,600,,600,,,,,2010-02-01,100,365,III,4,,3,1,
양주분뇨처리장,416300F01,가동중,경기도,양주시,은현면,용암리,4163031021,,,120,120,,,,,1998-08-01,100,365,III,0,,,,
운암리소규모공공하수처리시설,416300V09,가동중,경기도,양주시,은현면,운암리,4163031023,,30,,30,,,,,2003-01-10,100,365,,0,,,,
양주신천하수종말처리장,416300W03,가동중,경기도,양주시,은현면,하패리,4163031025,,,"70,000","70,000",,,,,2006-09-01,100,365,III,2304,0,167,148,1989
양주검준산업단지폐수종말처리장,416300I01,가동중,경기도,양주시,남면,상수리,4163032027,,,"23,000","23,000",,,,,,49,365,,0,,,,
입암리소규모공하수처리시설,416300V05,가동중,경기도,양주시,남면,입암리,4163032028,,30,,30,,,,,2002-11-01,100,365,,0,,,,
남면하수종말처리장,416300W01,가동중,경기도,양주시,남면,입암리,4163032028,,,"3,000","3,000",,,,,2002-08-01,100,365,III,32,,,32,
황방리소규모공공하수처리시설,416300V06,가동중,경기도,양주시,남면,황방리,4163032030,,50,,50,,,,,2006-05-01,100,365,,0,,,,
회내미소규모공공하수처리시설,416300V07,가동중,경기도,양주시,광적면,효촌리,4163033025,,80,,80,,,,,2007-05-01,100,365,,0,,,,
양주송추하수종말처리장,416300W05,가동중,경기도,양주시,장흥면,부곡리,4163034023,,,"1,650","1,650",,,,,2010-08-05,100,365,III,200,0,164,22,14
양주장흥하수종말처리장,416300W04,가동중,경기도,양주시,장흥면,삼상리,4163034026,,,"3,000","3,000",,,,,2009-06-01,100,365,III,280,0,200,25,55
직동하수종말처리장,416500W05,가동중,경기도,포천시,소흘읍,직동리,4165025025,,,"1,200","1,200",침사지,유량조,BCS공법,,2005-12-29,98,365,III,53,,53,,
소흘하수종말처리장,416500W04,가동중,경기도,포천시,소흘읍,이가팔리,4165025027,,,"15,000","15,000",침사지,1차처리,DeNiPho공법,,2005-09-20,87,365,,1127,,695,36,396
내촌하수종말처리장,416500W07,가동중,경기도,포천시,내촌면,마명리,4165032022,,,"2,000","2,000",침사지,침전지,BCS공법,,2010-09-14,73,366,,26,,11,,15
포천(신평)분뇨처리시설,416500F03,가동중,경기도,포천시,신북면,신평리,4165034023,,60,,60,,,,,1998-02-01,0,366,,0,,,,
장자마을하수도,416500V03,가동중,경기도,포천시,신북면,신평리,4165034023,,60,,60,혐기조,활성슬러지공법,,,2003-11-24,92,366,,0,,,,
포천하수종말처리장,416500W01,가동중,경기도,포천시,신북면,신평리,4165034023,,,"16,000","16,000",침사지,1차처리,DeNiPho공법,,1999-03-01,135,366,,1747,,1515,5,227
지동소규모하수처리시설,416500V06,가동중,경기도,포천시,신북면,금동리,4165034031,,60,,60,혐기조,Oam공법,,,2006-10-27,95,366,,0,,,,
군자마을하수도,416500V01,가동중,경기도,포천시,창수면,주원리,4165035022,,39,,39,혐기조,활성슬러지공법,,,1998-05-02,100,366,,0,,,,
포천양문산업단지폐수종말처리장,416500I01,가동중,경기도,포천시,영중면,양문리,4165036021,,,"14,000","14,000",,SBR,펜톤산화,,2008-01-01,66,366,,1050,,1050,,
문아리공공하수도,416500V07,가동중,경기도,포천시,영중면,금주리,4165036022,,100,,100,혐기조,OAM공법,,,2009-09-16,146,366,,0,,,,
영중백로공공하수도,416500V08,가동중,경기도,포천시,영중면,거사리,4165036023,,45,,45,혐기조,OAM공법,,,2009-09-16,102,366,,0,,,,
포천영송위생처리장,416500F01,가동중,경기도,포천시,영중면,영송리,4165036026,,90,,90,협잡물처리기,소화조,BioCOal Purge공법,,1986-12-31,92,262,,0,,,,
영중분뇨처리장,416500F02,가동중,경기도,포천시,영중면,영송리,4165036026,,20,,20,,,,,2002-03-01,0,366,,0,,,,
포천축산폐수분뇨병합처리장,416500S01,가동중,경기도,포천시,영중면,영송리,4165036026,,,100,100,협잡물처리기,부상분리기,BCS공법,,2002-03-01,94,300,,0,,,,
영중하수종말처리장,416500W03,가동중,경기도,포천시,영중면,영송리,4165036026,,,"1,500","1,500",침사지,유량조,BCS공법,,2002-03-01,87,366,,510,,38,15,457
일이동분뇨처리장,416500F05,가동중,경기도,포천시,일동면,사직리,4165037025,,30,,30,침사지,침전지,DeNipho공법,,2010-09-06,65,165,,0,,,,
일이동하수종말처리장,416500W06,가동중,경기도,포천시,일동면,사직리,4165037025,,,"9,000","9,000",침사지,침전지,DeNipho공법,,2010-09-06,96,366,,786,,334,452,0
우물목마을하수도,416500V04,가동중,경기도,포천시,영북면,산정리,4165039023,,40,,40,혐기조,활성슬러지공법,,,2003-11-24,100,366,,0,,,,
포천영북분뇨처리장,416500F04,가동중,경기도,포천시,영북면,문암리,4165039025,30,,,30,,,,,2004-12-01,0,0,,0,,,,
포천영북하수종말처리장,416500W02,가동중,경기도,포천시,영북면,문암리,4165039025,,,"4,000","4,000",침사지,1차처리,DeNiPho공법,,2004-12-01,76,366,,290,,180,110,0
포천교동마을하수도,416500V05,가동중,경기도,포천시,관인면,중리,4165040021,,40,,40,정화조,모관침윤트렌치법,,,1995-12-01,100,366,,0,,,,
