도서관명,시도명,시군구명,도서관유형,휴관일,운영시작시각,운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
책사랑북카페,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,46,15053 ,0,0,5,14,서울특별시 노원구 한글비석로 279(중계동 359-5),서울특별시 노원구청,02-2116-2642,175.15,,www.nowonlib.kr,37.652547847845504,127.0774749928354,2016-06-09
하늘작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,38,14739 ,0,0,5,14,서울특별시 노원구 노원로 17길 56(중계동 511-1),서울특별시 노원구청,02-2116-2672,207.35,,www.nowonlib.kr,37.64213069042742,127.06873064614918,2016-06-09
중계사랑북카페,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,30,15848 ,0,0,5,14,서울특별시 노원구 덕릉로82길 50(중계동 369-2),서울특별시 노원구청,02-2116-2702,133,,www.nowonlib.kr,37.65876429447971,127.07797557091803,2016-06-09
푸른숲작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,6,10833 ,0,0,5,14,서울특별시 노원구 동일로 1697(상계동 1259),서울특별시 노원구청,02-2116-2732,76.3,,www.nowonlib.kr,37.67992867081629,127.05496252387131,2016-06-09
파랑새작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,36,12449 ,0,0,5,14,서울특별시 노원구 상계로 118 (상계2동 공공복합청사 2층),서울특별시 노원구청,02-2116-2762,107,,www.nowonlib.kr,37.657483942355846,127.06786537107807,2016-06-09
수락작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,39,16814 ,0,0,5,14,서울특별시 노원구 덕릉로 859(상계동 37-7),서울특별시 노원구청,02-2116-2792,227,,www.nowonlib.kr,37.67290969757415,127.08323627709815,2016-06-09
해솔작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,12,12920 ,0,0,5,14,서울특별시 노원구 한글비석로 434(상계동 167-2),서울특별시 노원구청,02-2116-2822,70,,www.nowonlib.kr,37.66297905601125,127.06936641388957,2016-06-09
빛글북카페,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,4,11145 ,0,0,5,14,서울특별시 노원구 노원로 429(상계동 722),서울특별시 노원구청,02-2116-2852,45,,www.nowonlib.kr,37.6548824281455,127.0669518776385,2016-06-09
반디작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,10,12059 ,0,0,5,14,서울특별시 노원구 동일로227길 97(상계동 658),서울특별시 노원구청,02-2116-2882,60,,www.nowonlib.kr,37.666736266754235,127.05155253078951,2016-06-09
한울작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,20,15765 ,0,0,5,14,서울특별시 노원구 한글비석로 487(상계동 682),서울특별시 노원구청,02-2116-2912,92.2,,www.nowonlib.kr,37.66452106334355,127.06381878422678,2016-06-09
가온작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,11,12387 ,0,0,5,14,서울특별시 노원구 노원로 530(상계동 671),서울특별시 노원구청,02-2116-2942,67.5,,www.nowonlib.kr,37.6612866101512,127.06026186654232,2016-06-09
노원문화원,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,30,18023 ,0,0,5,14,서울특별시 노원구 동일로 197길 24(공릉동 710번지),서울특별시 노원구청,02-948-1245,134,,www.nowonlib.kr,37.628799084377015,127.06980136717746,2016-06-09
메아리작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,14,10300 ,0,0,5,14,서울특별시 노원구 노해길 183(상계6.7동 701-1),서울특별시 노원구청,02-2116-4744,121.1,,www.nowonlib.kr,,,2016-06-09
상계숲속작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,60,8203 ,0,0,5,14,서울특별시 노원구 동일로 227길 97(상계동 658),서울특별시 노원구청,02-3391-7889,325,,www.nowonlib.kr,37.666736266754235,127.05155253078951,2016-06-09
초안산숲속작은도서관,서울특별시,노원구　,작은도서관,"법정공휴일, 일요일",9:00,18:00,50,7808 ,0,0,5,14,서울특별시 노원구 덕릉로 60길 199 (월계2동 905-12),서울특별시 노원구청,02-905-3900,292,,www.nowonlib.kr,37.632080144052715,127.04442759774038,2016-06-09
여주도서관,경기도,여주시,공공도서관,매주 금요일 및 국가지정공휴일,09:00,22:00,309,80823,98,3486,10,15,경기도 여주시 여양로 190-17(천송동),경기도 여주시청,031-885-4242,5000,4245,http://www.yjlib.go.kr,37.2998497,127.6511676,2015-07-31
세종도서관,경기도,여주시,공공도서관,"자료실 : 매주 월요일 및 국가지정공휴일 열람실 : 신정, 구정연휴, 추석연휴",08:00,24:00,199,141926,100,6544,10,15,경기도 여주시 영릉로 125,경기도 여주시청,031-886-5006,9557,1683,http://www.yjlib.go.kr,37.2971346,127.6249408,2015-07-31
산북작은도서관,경기도,여주시,작은도서관,매주 월요일 및 국가지정공휴일,10:00,19:00,72,13764,21,610,10,15,경기도 여주시 산북면 상품로 113 산북복지회관 3층,경기도 여주시청,031-881-0693,,323,http://www.yjlib.go.kr,37.4028134,127.4450665,2015-07-31
북내작은도서관,경기도,여주시,작은도서관,매주 월요일 및 국가지정공휴일,10:00,19:00,65,11017,26,336,10,15,경기도 여주시 북내면 여강로 337-38,경기도 여주시청,031-883-0766,1186,581,http://www.yjlib.go.kr,37.3275852,127.6833952,2015-07-31
동해시립발한도서관,강원도,동해시,공공도서관,"매주 월요일, 국가지정공휴일",8:00,23:00,444,107735 ,15,5844 ,3,14,강원도 동해시 해안로 535,강원도 동해시청,033-530-2480,"12,112",813.395,www.donghaelib.go.kr,37.548258,129.105874,2015-08-27
동해시립북삼도서관,강원도,동해시,공공도서관,"매주 금요일, 국가지정공휴일",8:00,23:00,358,91215 ,9,10336 ,3,14,강원도 동해시 효자로 649,강원도 동해시청,033-530-2490,"4,694.42",760.28,www.donghaelib.go.kr,37.492691,129.10438,2015-08-27
무릉작은도서관,강원도,동해시,작은도서관,"매주 금요일, 국가지정공휴일",9:00,18:00,82,11007 ,1,814,3,14,강원도 동해시 무릉1길 4,강원도 동해시청,033-534-8811,661,169,www.donghaelib.go.kr,37.488244,129.068294,2015-08-27
이도작은도서관,강원도,동해시,작은도서관,"매주 금요일, 국가지정공휴일",9:00,18:00,82,10332 ,2,506,3,14,강원도 동해시 이원길 151,강원도 동해시청,033-521-5163,368,179.35,www.donghaelib.go.kr,37.480048,129.108846,2015-08-27
등대작은도서관,강원도,동해시,작은도서관,"매주 월요일, 국가지정공휴일",9:00,18:00,82,10135 ,3,361,3,14,강원도 동해시 논골길 78,강원도 동해시청,033-535-5162,"2,223",150.25,www.donghaelib.go.kr,37.558678,129.114171,2015-08-27
강경도서관,충청남도,논산시,공공도서관,매주월요일 및 국가지정공휴일,07:00,22:00,235,77025 ,11,1302 ,5,10,충청남도 논산시 강경읍 계백로 173,충청남도 논산시,041-746-8980,"1,961","1,446",http://ngl.nonsan.go.kr,36.1591240,127.0183890,2015-08-26
연무도서관,충청남도,논산시,공공도서관,매주금요일 및 국가지정공휴일,07:00,22:00,204,74739 ,15,1016 ,5,10,충청남도 논산시 연무읍 안심로47번길 6-11,충청남도 논산시,041-746-8990,"2,911","1,511",http://nyl.nonsan.go.kr,36.1264270,127.0975580,2015-08-26
광석빛돌작은도서관,충청남도,논산시,작은도서관,매주금요일 및 국가지정공휴일,09:00,18:00,32,2840 ,0,0,5,10,충청남도 논산시 광석면 광석로 111,충청남도 논산시,041-733-5123,,84,,36.2430010,127.0786520,2015-08-26
상월주민자치도서관,충청남도,논산시,작은도서관,국가지정공휴일,09:00,18:00,44,4000 ,0,0,5,15,충청남도 논산시 상월면 백일헌로 1049,충청남도 논산시,041-746-8675,"1,000",50,,36.2957000,127.1411400,2015-08-26
죽정도서관,충청남도,보령시,공공도서관,매주 화요일,09:00,18:00,182,20441,8,0,5,14,충청남도 보령시 체육관길 17 (죽정동),충청남도 보령시청,041-930-3128,4007,991,http://www.brlib.or.kr,36.3577614,126.6085213,2015-12-01
주산도서관,충청남도,보령시,공공도서관,매주 일요일,09:00,20:00,60,34302,1,0,5,14,충청남도 보령시 주산면 충서로 411,충청남도 보령시청,041-930-3546,3355,448,http://www.brlib.or.kr,36.1994408,126.6332245,2015-12-01
오천작은도서관,충청남도,보령시,공공도서관,"매주 일, 월요일",09:00,18:00,28,4018,2,0,5,14,충청남도 보령시 오천면 충청수영로 838 (오천면),충청남도 보령시청,041-933-3543,319,224,http://www.brlib.or.kr,36.4384153,126.5219048,2015-12-01
중앙도서관,충청남도,보령시,공공도서관,매주 금요일,09:00,22:00,292,98390,16,4905,5,14,충청남도 보령시 천변북길 121 (대천동),충청남도 보령시청,041-930-3543,1390,1255,http://www.brlib.or.kr,36.3513306,126.6009629,2015-12-01
시립도서관,강원도,원주시,공공도서관,매 월 마지막주 월요일/국가지정공휴일/12월31일,7:00,23:00,288,265751 ,233,19868 ,244751 ,14,강원도 원주시 서원대로 234(단계동),강원도 원주시청,033-737-4360,"12,316","3,488",http://lib.wonju.go.kr/wj/com/,37.3402803,127.9359428,2015-10-22
태장도서관,강원도,원주시,공공도서관,매주월요일/국가지정공휴일/12월31일,9:00,22:00,41,21231 ,11,474,21231 ,14,강원도 원주시 현충로 53(태장동),강원도 원주시청,033-737-4485,"3,897",525,http://lib.wonju.go.kr/wj/com/,37.3603846,127.9532918,2015-10-22
중천철학도서관,강원도,원주시,공공도서관,매주월요일/국가지정공휴일/12월31일,9:00,18:00,60,14262 ,36,0,4796,14,강원도 원주시 남원로 105,강원도 원주시청,033-737-4480,2458,889,http://lib.wonju.go.kr/wj/com/,37.3054048,127.9199553,2015-10-22
광진정보도서관,서울특별시,광진구,공공도서관,"매월 둘?, 넷째 화요일 및 공휴일",9:00,23:00,1295,181549,381,10917,5,21,서울특별시 광진구 아차산로78길 90(광장동),서울특별시 광진구청,02-3437-5092,,7283,http://www.gwangjinlib.seoul.kr/,37.55107354619206,127.11061368556422,2015-06-30
중곡문화체육센터도서관,서울특별시,광진구,공공도서관,"매월 첫째, 셋째 월요일 및 공휴일",9:00,22:00,259,61917,0,0,5,21,서울특별시 광진구 능동로 433(중곡동),서울특별시 광진구청,02-3408-4900,,2032,http://www.gwangjinlib.seoul.kr/,37.56777776046556,127.08480344726316,2015-06-30
자양제4동도서관,서울특별시,광진구,공공도서관,"매월 첫째, 셋째 화요일 및 공휴일",9:00,19:00,98,22234,0,0,3,21,서울특별시 광진구 뚝섬로26길 58(자양동),서울특별시 광진구청,02-0465-0737,,333,http://www.gwangjinlib.seoul.kr/,37.53409589634211,127.06625994196322,2015-06-30
구의제3동도서관,서울특별시,광진구,공공도서관,"매월 둘째, 넷째 월요일 및 공휴일",9:00,19:00,64,16538,0,0,3,21,서울특별시 광진구 강변역로 17(구의동),서울특별시 광진구청,02-0454-6294,,305,http://www.gwangjinlib.seoul.kr/,37.537992607072674,127.09198395342025,2015-06-30
횡성군립도서관,강원도,횡성군,공공도서관,"화요일, 국경일, 관장이 정하는 임시공휴일",08:00,23:00,233,40213,46,926,5,14,강원도 횡성군 횡성읍 문예로 75,강원도 횡성군청,033-340-5861,"4,800","3,948",http://lib.hsg.go.kr,37.4898626,127.9770352,2016-05-31
둔내태성도서관,강원도,횡성군,공공도서관,"월요일, 국경일, 관장이 정하는 임시공휴일",09:00,22:00,60,7809,10,156,5,14,강원도 횡성군 둔내면 둔방로 4번길 38,강원도 횡성군청,033-340-5869,680.1,303.56,http://lib.hsg.go.kr,37.5147215,128.2125228,2016-06-16
느티나무작은도서관,강원도,횡성군,작은도서관,법정공휴일,09:00,21:00,43,5982,6,37,3,7,강원도 횡성군 횡성읍 태기로85,강원도 횡성군청,033-345-2601,"8,612.87",152.73,,37.4923070,127.9925010,2016-04-30
매화작은도서관,강원도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",10:00,19:00,15,4331,0,0,3,7,강원도 횡성군 우천면 우항3길 5-2,강원도 횡성군청,033-343-2602,376.5,397,,37.4595137,128.0639473,2016-04-30
찐빵마을책사랑방,강원도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",10:00,19:00,10,6611,7,40,3,7,강원도 횡성군 안흥면 안흥로27,강원도 횡성군청,033-342-4390,"4,750","2,038.89",,37.4122408,128.1558486,2016-04-30
구리봉작은도서관,강원도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",10:00,19:00,14,5156,1,9,5,14,강원도 횡성군 갑천면 청정로 매일5길4,강원도 횡성군청,033-342-2605,"2,766.30",96,,37.5594545,128.1097216,2016-04-30
버들골작은도서관,강원도,횡성군,작은도서관,"토요일, 일요일, 법정공휴일",10:00,19:00,39,5226,4,4,3,14,강원도 횡성군 청일면 청정로 823,강원도 횡성군청,033-342-7545,,165.24,,37.5825667,128.1488139,2016-04-30
금계작은도서관,강원도,횡성군,작은도서관,"일요일, 월요일, 법정공휴일",09:00,18:00,10,8496,0,0,5,7,강원도 횡성군 공근면 학담길16,강원도 횡성군청,033-342-2121,,269.15,,37.5368750,127.9626300,2016-04-30
치악산작은도서관,강원도,횡성군,작은도서관,"토요일, 일요일, 법정공휴일",10:00,19:00,28,10055,0,0,5,7,강원도 횡성군 강림면 강림시장2길8,강원도 횡성군청,033-342-7005,,223.5,,37.3595856,128.1288368,2016-04-30
매포공공도서관,충청북도,단양군,공공도서관,매주월요일,09:00,18:00,118,49345,0,978,5,7,충청북도 단양군 매포읍 평동4로 91,충청북도 단양군 매포읍사무소,043-422-1937,1311.6,1411.59,,37.032477303847415,128.29571263011366,2016-03-10
다누리도서관,충청북도,단양군,공공도서관,매주월요일,09:00,22:00,87,66693 ,75,2006 ,7,14,충청북도 단양군 단양읍 수변로 111,충청북도 단양군 다누리센터관리사업소,043-420-2966,1089.94,1508.15,http://danuri.go.kr/lib,36.9854122410141,128.37075337171498,2016-03-10
중앙도서관,전라북도,정읍시,공공도서관,국가지정공휴일,09:00,00:00,300,154880,40,2842,5,10,전라북도 정읍시 벚꽃로 511(상동),전라북도 정읍시청,063-539-6437,13692,3503.95,http://cenlib.jeongeup.go.kr,35.5573283,126.8669763,2016-08-31
신태인도서관,전라북도,정읍시,공공도서관,국가지정공휴일,08:00,00:00,100,62536,20,0,5,10,전라북도 정읍시 신태인읍 신태인중앙로 47,전라북도 정읍시청,063-539-6443,3342,837,http://cenlib.jeongeup.go.kr,35.6897205,126.8900058,2016-08-31
기적의도서관,전라북도,정읍시,공공도서관,"매주월요일, 국가지정공휴일",09:00,18:00,80,54104,20,516,5,10,전라북도 정읍시 수성5로 45-5(수성동),전라북도 정읍시청,063-539-6452,1687.8,1274,http://jmlib.jeongeup.go.kr,35.5844272,126.8606222,2016-08-31
옥과공공도서관,전라남도,곡성군,공공도서관,"매주 월요일, 일요일을 제외한 국가지정공휴일",09:00,22:00,152,48078,40,433,5,14,전라남도 곡성군 옥과면 리문 4길 16,전라남도 곡성군청,061-363-1078,1811,995,http://library.gokseong.go.kr,35.2745396,127.1355696,2016-01-01
한밭도서관,대전광역시,중구,공공도서관,매주월요일,6:00,23:00,656,772695 ,501,108467 ,5,14,대전광역시 중구 서문로 10,대전광역시,042-270-7420,"19,703","22,457",www.hanbatlibrary.kr,36.3098161,127.4096231,2015-10-23
완산도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,586,245568,20,23983,5,14,전라북도 전주시 완산구 곤지산4길 12,전라북도 전주시,063-230-1830,7424,6627,lib.jeonju.go.kr,35.8087041,127.1479879,2016-08-31
삼천도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,370,97734,21,1565,5,14,전라북도 전주시 완산구 용리로 107,전라북도 전주시,063-281-6460,20580,2665,lib.jeonju.go.kr,35.7989436,127.1216932,2016-08-31
서신도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,442,105323,24,0,5,14,전라북도 전주시 완산구 서신천변14길 10,전라북도 전주시,063-281-6550,2016,4256,lib.jeonju.go.kr,35.8310167,127.1152500,2016-08-31
평화도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,248,64196,20,278,5,14,전라북도 전주시 완산구 평화14길 27-51,전라북도 전주시,063-281-6422,15152,2964,lib.jeonju.go.kr,35.7914868,127.1348546,2016-08-31
효자도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,263,32193,21,0,5,14,전라북도 전주시 완산구 우전로 181,전라북도 전주시,063-281-6490,3220,,lib.jeonju.go.kr,35.8132620,127.1011390,2016-08-31
덕진도서관 송천분관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,307,94172,21,1216,5,14,전라북도 전주시 덕진구 솔내로 212,전라북도 전주시,063-281-6501,5530,3367,lib.jeonju.go.kr,35.8693550,127.1280990,2016-08-31
덕진도서관 금암분관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,226,151813,15,1578,5,14,전라북도 전주시 덕진구 거북바우로 13,전라북도 전주시,063-281-6440,3154,2712,lib.jeonju.go.kr,35.8363270,127.1400930,2016-08-31
덕진도서관 인후분관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,332,88670,14,1588,5,14,전라북도 전주시 덕진구 안덕원로 349,전라북도 전주시,063-281-6400,5596,2519,lib.jeonju.go.kr,35.8395170,127.1633900,2016-08-31
덕진도서관 아중분관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,129,65327,16,0,5,14,전라북도 전주시 덕진구 무삼지2길 7,전라북도 전주시,063-281-6475,1430,2793,lib.jeonju.go.kr,35.8263030,127.1626300,2016-08-31
덕진도서관 쪽구름분관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,62,43044,17,0,5,14,전라북도 전주시 덕진구 여암2길 9,전라북도 전주시,063-281-6520,1882,4401,lib.jeonju.go.kr,35.8713300,127.0756490,2016-08-31
덕진도서관 건지분관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,115,33057,22,0,5,14,전라북도 전주시 덕진구 호성로 25,전라북도 전주시,063-281-6600,5359,1472,lib.jeonju.go.kr,35.8540600,127.1516430,2016-08-31
중산작은도서관,전라북도,전주시,작은도서관,"매주월요일, 법정공휴일",09:00,18:00,70,6797,0,0,4,14,전라북도 전주시 완산구 메너머4길 11,전라북도 전주시,063-714-2278,,738,,35.8248191,127.1215787,2016-08-31
모롱지작은도서관,전라북도,전주시,작은도서관,법정공휴일,09:00,18:00,60,12932,0,0,2,14,전라북도 전주시 완산구 서곡2길 29-6,전라북도 전주시,063-275-0061,,682,,35.8337154,127.1041557,2016-08-31
건지산숲속작은도서관,전라북도,전주시,작은도서관,"매주월요일, 법정공휴일",09:00,18:00,30,2109,0,0,0,0,전라북도 전주시 덕진구 인후동2가 산2-9,전라북도 전주시,063-714-2812,,50,,35.8586565,127.1316097,2016-08-31
행복나눔 작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",09:00,18:00,24,8013,29,0,2,14,전라북도 전주시 완산구 따박골5길 36,서원노인복지관,063-227-7483,,169,www.swsilver.org,35.8248191,127.1215787,2016-08-31
호성작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",10:00,18:00,30,11871,0,0,3,7,전라북도 전주시 덕진구 동부대로 869,주민자치위원회,063-245-9030,,370,http://blog.naver.com/khss0208,35.8636667,127.1495389,2016-08-31
꿈이있는나무작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",10:00,18:00,110,10055,0,0,2,7,전라북도 전주시 완산구 새터로 122-11,(사)물댄동산,063-229-6511,,347,,35.8351200,127.1207100,2016-08-31
인후문화의집 작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",10:00,18:00,40,6848,0,0,3,14,전라북도 전주시 덕진구 견훤로 290,인후문화의집,063-247-8800,,170,,35.8374646,127.1567226,2016-08-31
인후비전작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",10:00,18:00,32,12501,0,0,4,14,전라북도 전주시 덕진구 심방죽로 37,동현교회,063-245-0199,,201.24,,35.8428340,127.1484580,2016-08-31
효사랑푸른꿈작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 매주월요일, 법정공휴일",09:00,18:00,45,7801,0,2,3,7,전라북도 전주시 완산구 용머리로 73(효자동1가),효사랑가족요양병원,063-229-6679,,138,http://libekas4.net/jsp/notice/notice_L.jsp?organ_code=10081,35.8070230,127.1181607,2016-08-31
간납대작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",10:00,18:00,9,2645,0,0,3,7,전라북도 전주시 완산구 간납로 8-6,주민자치위원회,070-4503-5919,,50,,35.8165500,127.1554700,2016-08-31
우아문화의집 작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",09:00,18:00,50,4773,0,0,3,10,전라북도 전주시 덕진구 우아2길 25,우아문화의집,063-245-8455,,260,,35.8497499,127.1593601,2016-08-31
꿈밭장애인작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",09:00,18:00,13,4966,28,178,5,14,전라북도 전주시 완산구 백제대로 20-41,전주장애인종합복지관,063-229-0061,,237,jwcd.or.kr,35.7991041,127.1298484,2016-08-31
맑은누리작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 매주월요일, 법정공휴일",09:00,18:00,45,5948,0,0,4,7,전라북도 전주시 완산구 태진로 15-14,전주청소년문화의집,070-8275-8774,982,1312,http://www.jeonju1318.or.kr/,35.8224710,127.1369183,2016-08-31
평화꿈틀 작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",09:00,19:00,50,10127,0,0,2,7,전라북도 전주시 완산구 덕적골2길 25,평화사회복지관,063-285-4408,,179,www.welpeace.or.kr,35.7963470,127.1414360,2016-08-31
노송작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",09:00,18:00,40,11846,0,0,2,7,전라북도 전주시 완산구 관선1길 60,서원노인복지관,063-227-7481,,434,,35.8190417,127.1572250,2016-08-31
꿈드리작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",10:00,18:00,50,8355,5,150,3,7,전라북도 전주시 완산구 삼천천변1길 32,남양아파트입주자대표회의,063-225-7338,,110,,35.7956674,127.1147279,2016-08-31
청아나루작은도서관,전라북도,전주시,작은도서관,"매주월요일, 법정공휴일",09:00,18:00,25,8192,48,0,2,7,전라북도 전주시 완산구 선너머2길 37,완산청소년문화의집,063-905-7720,,170,,35.8146330,127.1272550,2016-08-31
금호작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",09:30,18:00,24,7533,0,0,2,7,전라북도 전주시 완산구 효동3길 33,금호아파트입주자대표회의,063-286-2299,320.66,168.78,,35.8032400,127.1304800,2016-08-31
글마당작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",13:00,21:00,80,5780,0,0,2,7,전라북도 전주시 완산구 안행로 176,현대아파트입주자대표회의,070-4127-8015,,182,,35.8115700,127.1322700,2016-08-31
초록우산작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",10:00,18:00,24,12278,0,0,3,7,전라북도 전주시 완산구 흑석로 70,전북종합사회복지관,063-282-7230,,207,http://www.childfund-jeonbuk.or.kr/,35.7980580,127.1495370,2016-08-31
무지개작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",10:00,18:00,25,10587,0,0,2,14,전라북도 전주시 덕진구 덕용3길 7,전북인권교육센터,063-212-3696,,135,,35.8699719,127.0776370,2016-08-31
팔복작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",14:00,20:00,74,11674,0,0,2,7,전라북도 전주시 덕진구 신복5길 6,팔복주민자치위원회,063-212-0210,,270,,35.8536400,127.1062400,2016-08-31
열린점자작은도서관,전라북도,전주시,작은도서관,"1주3주 토요일, 매주 일요일, 법정공휴일",09:00,18:00,12,29165,0,19462,3,14,전라북도 전주시 덕진구 학산길 26-3,(사)전라북도시각장애인연합회,063-288-0046,628,298.92,http://vipdl.org/,35.8553879,127.0929430,2016-08-31
큰나루작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 법정공휴일",09:00,18:00,31,8830,0,0,2,7,전라북도 전주시 덕진구 중앙로 36,덕진노인복지회관,063-271-9336,,179,,35.8500904,127.1204250,2016-08-31
덕진품애작은도서관,전라북도,전주시,작은도서관,"매주 일요일, 매주월요일, 법정공휴일",10:00,19:00,23,4215,0,0,3,10,전라북도 전주시 덕진구 기린대로 541-11,덕진청소년문화의집,063-273-7660,,165,,35.8451605,127.1201715,2016-08-31
전주작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",09:00,18:00,20,10472,0,0,2,7,전라북도 전주시 완산구 덕적골2길 10,전주종합사회복지관,063-284-2733,,110,,35.7970800,127.1397100,2016-08-31
명주골작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",10:00,18:00,25,3426,0,0,3,7,전라북도 전주시 덕진구 백제대로 728,책읽기운동전북본부,063-247-9590,169,169,,35.8450260,127.1486120,2016-08-31
책마루작은도서관,전라북도,전주시,작은도서관,"매주월요일, 법정공휴일",10:00,18:00,106,30242,0,0,5,14,전라북도 전주시 덕진구 솔내2길 21,도서관을사랑하는도서관동무들,063-252-1612,995,995,,35.8544450,127.1211520,2016-08-31
전북대병원작은도서관,전라북도,전주시,작은도서관,"매주토요일, 매주 일요일, 법정공휴일",08:30,17:30,6,12285,0,0,2,4,전라북도 전주시 덕진구 건지로 20,전북대학교 병원,063-250-1029,,122,,35.8471870,127.1405890,2016-08-31
서산시립도서관,충청남도,서산시,공공도서관,"매주월요일,국가지정공휴일",07:00,23:00,482,242359 ,91,5079 ,5,14,충청남도 서산시 부춘공원2로 26,충청남도 서산시청,041-660-2588,"10,357","2,612",http://www.smlib.or.kr,36.7882590,126.4492390,2016-07-20
서산시립대산도서관,충청남도,서산시,공공도서관,"매주월요일,국가지정공휴일",07:00,22:00,151,88866 ,19,1295 ,5,14,충청남도 서산시 대산읍 대산1로 78-22,충청남도 서산시청,041-681-8911,"5,865",874.6,http://www.dslib.or.kr/,36.9401470,126.4392850,2016-07-20
서산어린이도서관,충청남도,서산시,어린이도서관,"매주월요일,법정공휴일",09:00,21:00,245,22180 ,16,295,5,14,충청남도 서산시 서령로 136(동문동),충청남도 서산시청,041-666-7106,"25,033",1211,http://www.ssclib.or.kr,36.7925250,126.4628730,2016-07-20
인지작은도서관,충청남도,서산시,작은도서관,"매주일,월요일, 국가지정공휴일",09:00,18:00,30,9738 ,6,0,5,14,충청남도 서산시 인지면  둔당로 74-21(주민자치센터1층),충청남도 서산시청,070-8244-2588,673,82.65,http://www.smlib.or.kr,36.7528920,126.4253960,2016-07-20
부석작은도서관,충청남도,서산시,작은도서관,"매주일,월요일, 국가지정공휴일",09:00,18:00,50,10502 ,6,0,5,14,충청남도 서산시 부석면 취평2길 42-10(주민자치센터1층),충청남도 서산시청,070-4366-2588,"4,120",109.5,http://www.smlib.or.kr,36.7149410,126.3935130,2016-07-20
